id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total
order_8063,user_5281,2025-01-29,argentina,mobile,organic,Vacuum-Pro-Black,Hogar,2,96.16,5,187.33
order_8064,user_5428,2025-05-13,Colombia,desktop,organic,Blender-XL-Red,Hogar,1,181.6,10,171.6
order_8065,user_476,2025-01-11,Colombia,mobile,social,Jacket-Winter-M,Moda,2,483.85,0,967.7
order_8066,user_5024,2025-06-16,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,1,40.09,0,40.09
order_8067,user_1001,2025-05-24,Colombia,desktop,organic,Sneakers-Urban-42,Moda,2,145.29,0,290.57
order_8068,user_2645,2025-03-16,Mexico,mobile,social,Tablet-Standard-64GB,Electronica,1,253.95,0,253.95
order_8069,user_6565,2025-04-04,Mexico,mobile,social,Tablet-Standard-64GB,Electronica,2,23.25,0,46.5
order_8070,user_92,2025-04-20,colombia,mobile,paid_search,Laptop-Gaming-16GB,Electronica,1,107.87,10,97.87
order_8071,user_1511,2025-01-10,Argentina,mobile,organic,Blender-XL-Red,Hogar,2,495.35,0,990.71
order_8072,user_689,2025-03-05,Colombia,mobile,organic,Jacket-Winter-M,Moda,2,315.51,5,626.02
order_8073,user_3161,2025-04-19,Colombia,desktop,social,Blender-XL-Red,Hogar,2,104.14,5,203.28
order_8074,user_6406,2025-03-04,Mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,98.4,0,196.79
order_8075,user_2018,2025-04-12,Argentina,mobile,organic,Jacket-Winter-M,Moda,1,34.63,0,34.63
order_8076,user_4550,2025-04-23,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,2,345.87,0,691.75
order_8077,user_4220,2025-01-06,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,2,104.63,15,194.25
order_8078,user_3074,2025-05-01,Argentina,mobile,organic,Tablet-Standard-64GB,Electronica,2,38.91,10,67.81
order_8079,user_760,2025-01-31,Mexico,mobile,organic,Laptop-Gaming-16GB,Electronica,1,252.72,10,242.72
order_8080,user_7851,2025-02-04,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,1,257.64,15,242.64
order_8081,user_6866,2025-02-16,Mexico,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,180.61,0,180.61
order_8082,user_510,2025-05-02,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,1,482.49,15,467.49
order_8083,user_7103,2025-06-14,Mexico,mobile,social,Blender-XL-Red,Hogar,2,267.73,10,525.45
order_8084,user_3092,2025-01-21,Argentina,mobile,organic,Blender-XL-Red,Hogar,2,402.41,0,804.81
order_8085,user_3124,2025-05-12,Mexico,mobile,organic,Sneakers-Urban-42,Moda,2,354.68,0,709.35
order_8086,user_4708,2025-06-15,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,1,440.93,15,425.93
order_8087,user_204,2025-03-26,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,2,36.85,0,73.7
order_8088,user_2802,2025-03-26,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,76.86,5,71.86
order_8089,user_1907,2025-01-12,Mexico,desktop,organic,Sneakers-Urban-42,Moda,2,193.13,10,376.26
order_8090,user_1409,2025-02-22,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,2,21.49,0,42.98
order_8091,user_735,2025-02-22,Argentina,mobile,social,Jacket-Winter-M,Moda,2,302.82,10,595.65
order_8092,user_4487,2025-02-13,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,1,103.85,0,103.85
order_8093,user_1818,2025-06-27,Colombia,mobile,social,Tablet-Standard-64GB,Electronica,1,381.01,5,376.01
order_8094,user_7111,2025-05-09,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,1,481.45,5,476.45
order_8095,user_3218,2025-04-13,mexico,mobile,paid_search,Laptop-Gaming-16GB,Electronica,2,446.85,0,893.69
order_8096,user_7266,2025-03-22,Mexico,mobile,social,Tablet-Standard-64GB,Electronica,1,165.42,10,155.42
order_8097,user_3363,2025-06-13,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,1,408.15,0,408.15
order_8098,user_4990,2025-01-06,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,1,223.18,5,218.18
order_8099,user_1798,2025-06-13,Colombia,mobile,paid_search,Blender-XL-Red,Hogar,1,212.87,5,207.87
order_8100,user_1264,2025-02-05,Colombia,mobile,social,Blender-XL-Red,Hogar,1,140.5,0,140.5
order_8101,user_4525,2025-01-31,Mexico,mobile,organic,Blender-XL-Red,Hogar,1,448.75,0,448.75
order_8102,user_6643,2025-01-16,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,1,439.85,5,434.85
order_8103,user_6013,2025-05-24,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,307.46,0,307.46
order_8104,user_4838,2025-06-29,Colombia,desktop,social,Jacket-Winter-M,Moda,2,320.16,0,640.32
order_8105,user_6551,2025-05-20,Colombia,mobile,social,Blender-XL-Red,Hogar,1,254.99,10,244.99
order_8106,user_1723,2025-06-24,Mexico,mobile,paid_search,Laptop-Gaming-16GB,Electronica,2,63.13,15,111.26
order_8107,user_5674,2025-01-08,Colombia,mobile,social,Laptop-Gaming-16GB,Electronica,2,333.6,5,662.21
order_8108,user_2324,2025-02-22,Colombia,desktop,paid_search,Phone-Pro-128GB,Electronica,2,153.04,0,306.08
order_8109,user_6500,2025-01-16,Colombia,mobile,organic,Tablet-Standard-64GB,Electronica,1,135.81,5,130.81
order_8110,user_3190,2025-04-13,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,111.98,5,218.97
order_8111,user_3532,2025-05-28,Mexico,desktop,social,Jacket-Winter-M,Moda,1,201.36,5,196.36
order_8112,user_6579,2025-06-23,Argentina,desktop,organic,Blender-XL-Red,Hogar,2,97.62,5,190.23
order_8113,user_7103,2025-01-04,Mexico,mobile,social,Jacket-Winter-M,Moda,2,490.07,10,970.14
order_8114,user_3410,2025-05-29,Argentina,desktop,social,Phone-Pro-128GB,Electronica,2,278.05,0,556.09
order_8115,user_358,2025-05-11,Argentina,mobile,social,Sneakers-Urban-42,Moda,1,252.54,10,242.54
order_8116,user_5159,2025-01-21,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,1,479.62,5,474.62
order_8117,user_4596,2025-05-26,Argentina,desktop,social,Laptop-Gaming-16GB,Electronica,2,306.93,15,598.87
order_8118,user_2224,2025-02-10,Mexico,mobile,social,Phone-Pro-128GB,Electronica,2,186.44,5,367.87
order_8119,user_3205,2025-05-24,Argentina,desktop,social,Sneakers-Urban-42,Moda,2,46,0,92.01
order_8120,user_1812,2025-06-29,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,1,46.79,5,41.79
order_8121,user_3202,2025-02-22,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,1,118.37,0,118.37
order_8122,user_2839,2025-03-01,Argentina,desktop,social,Blender-XL-Red,Hogar,1,496.98,15,481.98
order_8123,user_1806,2025-04-28,Argentina,mobile,social,Blender-XL-Red,Hogar,2,369.12,10,728.24
order_8124,user_5634,2025-01-02,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,2,183.34,5,361.68
order_8125,user_5632,2025-03-20,Mexico,desktop,organic,Sneakers-Urban-42,Moda,2,405.73,0,811.46
order_8126,user_3316,2025-02-13,Colombia,desktop,social,Laptop-Gaming-16GB,Electronica,1,72.28,0,72.28
order_8127,user_5271,2025-03-16,Mexico,desktop,organic,Laptop-Gaming-16GB,Electronica,2,35.26,0,70.52
order_8128,user_7538,2025-02-22,Mexico,mobile,social,Vacuum-Pro-Black,Hogar,1,351.62,0,351.62
order_8129,user_2135,2025-06-01,Colombia,desktop,social,Blender-XL-Red,Hogar,2,485.03,0,970.07
order_8130,user_2310,2025-06-20,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,1,348.97,0,348.97
order_8131,user_3865,2025-01-23,Mexico,desktop,organic,Jacket-Winter-M,Moda,1,108.95,0,108.95
order_8132,user_1779,2025-03-02,Argentina,mobile,organic,Vacuum-Pro-Black,Hogar,1,448.52,0,448.52
order_8133,user_5474,2025-03-19,Mexico,mobile,organic,Laptop-Gaming-16GB,Electronica,2,390.19,0,780.39
order_8134,user_970,2025-06-13,Argentina,mobile,organic,Vacuum-Pro-Black,Hogar,1,413.37,0,413.37
order_8135,user_5282,2025-01-05,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,1,87.97,10,77.97
order_8136,user_4759,2025-04-02,Mexico,mobile,social,Tablet-Standard-64GB,Electronica,2,379.66,0,759.32
order_8137,user_2127,2025-06-06,Argentina,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,246.9,15,478.81
order_8138,user_3697,2025-04-26,mexico,desktop,paid_search,Sneakers-Urban-42,Moda,1,171.59,5,166.59
order_8139,user_3701,2025-04-08,Colombia,mobile,social,Phone-Pro-128GB,Electronica,1,381.07,15,366.07
order_8140,user_5890,2025-01-17,Colombia,desktop,social,Jacket-Winter-M,Moda,1,198.55,5,193.55
order_8141,user_5510,2025-05-18,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,34.39,10,58.79
order_8142,user_7168,2025-01-01,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,214.88,10,419.76
order_8143,user_5632,2025-06-05,Mexico,desktop,paid_search,Jacket-Winter-M,Moda,2,111.47,0,222.93
order_8144,user_3880,2025-03-11,Mexico,mobile,organic,Vacuum-Pro-Black,Hogar,1,344,10,334
order_8145,user_7111,2025-05-12,Argentina,mobile,social,Jacket-Winter-M,Moda,1,488.85,10,478.85
order_8146,user_4287,2025-03-13,Mexico,desktop,social,Sneakers-Urban-42,Moda,1,109.44,10,99.44
order_8147,user_6818,2025-03-04,Argentina,desktop,social,Jacket-Winter-M,Moda,2,366.8,10,723.6
order_8148,user_4182,2025-06-28,Mexico,mobile,paid_search,Jacket-Winter-M,Moda,1,400.69,15,385.69
order_8149,user_5491,2025-06-27,Argentina,desktop,social,Sneakers-Urban-42,Moda,2,187.01,5,369.02
order_8150,user_5429,2025-01-20,Mexico,desktop,social,Jacket-Winter-M,Moda,2,254.92,10,499.84
order_8151,user_5823,2025-05-18,Mexico,mobile,paid_search,Sneakers-Urban-42,Moda,2,417.39,5,829.79
order_8152,user_7461,2025-05-01,Argentina,desktop,social,Jacket-Winter-M,Moda,1,320.86,0,320.86
order_8153,user_4165,2025-01-02,Colombia,mobile,paid_search,Blender-XL-Red,Hogar,2,80.06,0,160.11
order_8154,user_7734,2025-04-07,Mexico,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,318.61,10,627.21
order_8155,user_3953,2025-03-11,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,2,151.54,0,303.07
order_8156,user_2529,2025-06-23,Colombia,desktop,organic,Phone-Pro-128GB,Electronica,2,41.62,10,73.24
order_8157,user_5867,2025-06-15,Colombia,mobile,paid_search,Laptop-Gaming-16GB,Electronica,1,146.47,0,146.47
order_8158,user_6205,2025-01-14,Colombia,desktop,social,Jacket-Winter-M,Moda,2,323.89,0,647.78
order_8159,user_837,2025-06-16,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,2,354.76,5,704.53
order_8160,user_5301,2025-05-29,Colombia,mobile,organic,Jacket-Winter-M,Moda,1,150.57,0,150.57
order_8161,user_7418,2025-06-18,Mexico,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,344.74,10,679.48
order_8162,user_1286,2025-06-17,Colombia,mobile,social,Jacket-Winter-M,Moda,2,388.77,0,777.55
order_8163,user_7457,2025-03-26,mexico,mobile,paid_search,Phone-Pro-128GB,Electronica,2,222.38,10,434.76
order_8164,user_387,2025-04-25,Mexico,mobile,organic,Blender-XL-Red,Hogar,2,409.42,10,808.85
order_8165,user_1905,2025-01-30,Colombia,desktop,social,Jacket-Winter-M,Moda,1,70.42,0,70.42
order_8166,user_3276,2025-06-03,Colombia,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,204.32,0,408.64
order_8167,user_2751,2025-04-16,Colombia,mobile,organic,Blender-XL-Red,Hogar,1,52.84,15,37.84
order_8168,user_5079,2025-01-11,Mexico,desktop,organic,Blender-XL-Red,Hogar,2,390.44,10,770.88
order_8169,user_7548,2025-01-13,Argentina,mobile,social,Blender-XL-Red,Hogar,1,200.85,10,190.85
order_8170,user_6400,2025-05-12,Argentina,desktop,organic,Sneakers-Urban-42,Moda,2,472.57,0,945.15
order_8171,user_6829,2025-01-09,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,1,102.62,10,92.62
order_8172,user_7895,2025-01-17,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,475.63,0,475.63
order_8173,user_5112,2025-04-13,Mexico,mobile,social,Jacket-Winter-M,Moda,2,226.79,0,453.57
order_8174,user_3175,2025-02-12,Mexico,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,403.86,10,393.86
order_8175,user_3958,2025-04-17,Argentina,mobile,organic,Laptop-Gaming-16GB,Electronica,2,390.72,10,771.45
order_8176,user_359,2025-06-16,Colombia,mobile,organic,Vacuum-Pro-Black,Hogar,1,108.31,10,98.31
order_8177,user_5335,2025-03-17,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,424.79,0,424.79
order_8178,user_569,2025-05-15,Colombia,mobile,social,Jacket-Winter-M,Moda,1,102.66,0,102.66
order_8179,user_6029,2025-01-08,Argentina,desktop,organic,Laptop-Gaming-16GB,Electronica,2,173.83,10,337.67
order_8180,user_3017,2025-01-05,Argentina,mobile,social,Phone-Pro-128GB,Electronica,1,397.6,0,397.6
order_8181,user_131,2025-05-13,Colombia,mobile,organic,Phone-Pro-128GB,Electronica,1,469.16,5,464.16
order_8182,user_4779,2025-05-29,Mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,1,134.74,5,129.74
order_8183,user_4159,2025-05-25,Argentina,mobile,organic,Sneakers-Urban-42,Moda,2,286.93,0,573.85
order_8184,user_3963,2025-06-15,Colombia,desktop,organic,Blender-XL-Red,Hogar,1,457.32,0,457.32
order_8185,user_1145,2025-03-12,mexico,desktop,social,Blender-XL-Red,Hogar,1,466.69,5,461.69
order_8186,user_572,2025-04-18,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,447.29,5,442.29
order_8187,user_3028,2025-04-19,Colombia,desktop,paid_search,Blender-XL-Red,Hogar,1,150.92,0,150.92
order_8188,user_3064,2025-06-25,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,2,418.06,10,826.12
order_8189,user_937,2025-06-03,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,380.89,5,375.89
order_8190,user_4984,2025-04-09,Mexico,mobile,organic,Tablet-Standard-64GB,Electronica,1,279.31,0,279.31
order_8191,user_4238,2025-02-13,Colombia,mobile,organic,Tablet-Standard-64GB,Electronica,1,265.4,0,265.4
order_8192,user_615,2025-04-14,Colombia,desktop,social,Phone-Pro-128GB,Electronica,2,456.24,10,902.48
order_8193,user_1254,2025-01-04,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,2,150.61,0,301.21
order_8194,user_5356,2025-05-16,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,1,396.37,10,386.37
order_8195,user_7740,2025-01-05,Mexico,desktop,organic,Jacket-Winter-M,Moda,2,41.99,0,83.97
order_8196,user_1362,2025-01-31,Mexico,mobile,organic,Sneakers-Urban-42,Moda,1,423.32,0,423.32
order_8197,user_6135,2025-06-12,Mexico,mobile,organic,Blender-XL-Red,Hogar,2,338.02,0,676.04
order_8198,user_3681,2025-02-14,Colombia,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,268.08,0,268.08
order_8199,user_7544,2025-04-18,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,318.79,0,318.79
order_8200,user_2563,2025-03-09,Argentina,mobile,organic,Sneakers-Urban-42,Moda,1,126.65,10,116.65
order_8201,user_3804,2025-02-25,Colombia,mobile,social,Jacket-Winter-M,Moda,2,135.65,5,266.3
order_8202,user_1991,2025-06-02,Mexico,mobile,social,Sneakers-Urban-42,Moda,2,318.64,0,637.28
order_8203,user_6272,2025-06-16,Argentina,desktop,paid_search,Blender-XL-Red,Hogar,2,331.42,0,662.84
order_8204,user_2127,2025-03-06,Argentina,mobile,organic,Jacket-Winter-M,Moda,2,391.5,10,772.99
order_8205,user_5361,2025-05-14,Mexico,desktop,social,Blender-XL-Red,Hogar,2,363.48,0,726.95
order_8206,user_740,2025-05-05,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,182.57,0,365.14
order_8207,user_5888,2025-01-21,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,349.43,10,339.43
order_8208,user_2811,2025-03-17,Mexico,desktop,organic,Sneakers-Urban-42,Moda,1,381.41,0,381.41
order_8209,user_5692,2025-06-18,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,2,63.8,0,127.59
order_8210,user_6661,2025-02-11,Mexico,mobile,social,Blender-XL-Red,Hogar,1,422.66,0,422.66
order_8211,user_3294,2025-04-06,Colombia,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,285.23,0,570.47
order_8212,user_3536,2025-06-02,mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,196.56,0,393.11
order_8213,user_7971,2025-01-24,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,2,82.5,0,165
order_8214,user_2729,2025-02-09,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,1,196.24,0,196.24
order_8215,user_3063,2025-04-28,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,51.37,10,92.74
order_8216,user_3075,2025-01-03,Colombia,desktop,organic,Phone-Pro-128GB,Electronica,1,405.64,0,405.64
order_8217,user_7904,2025-03-10,Colombia,mobile,paid_search,Laptop-Gaming-16GB,Electronica,1,249.26,0,249.26
order_8218,user_2971,2025-04-14,Colombia,desktop,organic,Vacuum-Pro-Black,Hogar,2,342.4,0,684.8
order_8219,user_5222,2025-06-30,argentina,mobile,organic,Sneakers-Urban-42,Moda,2,249.36,5,493.71
order_8220,user_7903,2025-06-06,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,142.79,10,275.57
order_8221,user_1243,2025-04-25,colombia,desktop,organic,Sneakers-Urban-42,Moda,2,411.43,0,822.85
order_8222,user_5224,2025-03-17,Argentina,mobile,social,Vacuum-Pro-Black,Hogar,1,434.8,0,434.8
order_8223,user_307,2025-03-23,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,421.05,0,842.1
order_8224,user_1633,2025-06-26,Colombia,mobile,social,Jacket-Winter-M,Moda,1,313.76,0,313.76
order_8225,user_745,2025-04-01,Mexico,desktop,social,Jacket-Winter-M,Moda,2,444.35,0,888.7
order_8226,user_1493,2025-06-28,Colombia,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,384.48,15,369.48
order_8227,user_1977,2025-03-07,Colombia,desktop,social,Tablet-Standard-64GB,Electronica,2,185.31,0,370.61
order_8228,user_7715,2025-01-21,Argentina,mobile,paid_search,Jacket-Winter-M,Moda,1,342.94,10,332.94
order_8229,user_7882,2025-04-23,Mexico,desktop,paid_search,Jacket-Winter-M,Moda,1,82.77,0,82.77
order_8230,user_3076,2025-03-13,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,2,328.07,0,656.15
order_8231,user_1087,2025-03-04,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,1,73.92,0,73.92
order_8232,user_3019,2025-06-29,Mexico,desktop,organic,Blender-XL-Red,Hogar,2,33.78,10,57.55
order_8233,user_7516,2025-05-11,Argentina,desktop,social,Vacuum-Pro-Black,Hogar,2,188.88,0,377.76
order_8234,user_565,2025-01-31,Mexico,mobile,paid_search,Phone-Pro-128GB,Electronica,2,312.62,0,625.23
order_8235,user_6451,2025-05-26,Colombia,mobile,organic,Sneakers-Urban-42,Moda,1,357.77,0,357.77
order_8236,user_2913,2025-05-08,Colombia,mobile,organic,Laptop-Gaming-16GB,Electronica,1,304.65,5,299.65
order_8237,user_932,2025-04-05,Argentina,mobile,paid_search,Sneakers-Urban-42,Moda,1,335.31,5,330.31
order_8238,user_543,2025-04-13,Mexico,mobile,social,Sneakers-Urban-42,Moda,1,116.21,0,116.21
order_8239,user_4558,2025-02-20,Colombia,desktop,social,Tablet-Standard-64GB,Electronica,2,303.27,5,601.55
order_8240,user_1550,2025-03-01,Mexico,desktop,paid_search,Jacket-Winter-M,Moda,1,30.49,0,30.49
order_8241,user_6957,2025-04-08,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,1,325.57,5,320.57
order_8242,user_6322,2025-04-29,Colombia,desktop,social,Jacket-Winter-M,Moda,2,497.96,15,980.93
order_8243,user_5463,2025-06-09,Mexico,mobile,social,Blender-XL-Red,Hogar,2,201.22,15,387.45
order_8244,user_6426,2025-04-15,Mexico,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,447.76,0,447.76
order_8245,user_4698,2025-01-19,Colombia,desktop,paid_search,Blender-XL-Red,Hogar,1,382.39,0,382.39
order_8246,user_3172,2025-05-29,Colombia,mobile,organic,Sneakers-Urban-42,Moda,2,491.33,0,982.65
order_8247,user_7279,2025-05-05,Colombia,desktop,social,Phone-Pro-128GB,Electronica,2,435.04,15,855.08
order_8248,user_3830,2025-06-20,Mexico,mobile,organic,Phone-Pro-128GB,Electronica,2,350.71,5,696.43
order_8249,user_4517,2025-02-04,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,2,358.63,0,717.25
order_8250,user_490,2025-03-07,Argentina,mobile,paid_search,Sneakers-Urban-42,Moda,1,66.23,0,66.23
order_8251,user_1935,2025-05-15,Mexico,desktop,social,Vacuum-Pro-Black,Hogar,2,334.62,0,669.25
order_8252,user_3690,2025-02-12,Argentina,mobile,organic,Sneakers-Urban-42,Moda,1,47.64,5,42.64
order_8253,user_3393,2025-05-25,Colombia,desktop,social,Vacuum-Pro-Black,Hogar,1,470.55,0,470.55
order_8254,user_6629,2025-01-03,Argentina,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,228.79,0,228.79
order_8255,user_4219,2025-04-12,argentina,mobile,organic,Vacuum-Pro-Black,Hogar,1,94.82,10,84.82
order_8256,user_7232,2025-04-27,Colombia,mobile,social,Vacuum-Pro-Black,Hogar,1,182.31,15,167.31
order_8257,user_2755,2025-05-26,Argentina,mobile,organic,Jacket-Winter-M,Moda,1,136.74,0,136.74
order_8258,user_5797,2025-02-15,Mexico,desktop,organic,Jacket-Winter-M,Moda,1,62.24,0,62.24
order_8259,user_3560,2025-03-30,Colombia,desktop,social,Blender-XL-Red,Hogar,1,387.26,0,387.26
order_8260,user_4530,2025-06-01,Argentina,desktop,organic,Jacket-Winter-M,Moda,2,418.72,0,837.44
order_8261,user_3296,2025-06-03,Argentina,mobile,organic,Tablet-Standard-64GB,Electronica,1,450.73,0,450.73
order_8262,user_358,2025-02-09,Argentina,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,100.06,5,95.06
order_8263,user_6863,2025-06-04,Mexico,desktop,organic,Phone-Pro-128GB,Electronica,2,414.89,0,829.78
order_8264,user_5431,2025-05-21,Colombia,desktop,social,Blender-XL-Red,Hogar,2,116.91,0,233.82
order_8265,user_7651,2025-03-24,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,2,198.99,0,397.98
order_8266,user_195,2025-05-03,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,410.11,0,820.23
order_8267,user_4169,2025-04-13,Colombia,mobile,social,Sneakers-Urban-42,Moda,2,340.38,0,680.75
order_8268,user_387,2025-04-29,Mexico,mobile,social,Tablet-Standard-64GB,Electronica,2,24.34,0,48.68
order_8269,user_4338,2025-04-26,Mexico,desktop,organic,Laptop-Gaming-16GB,Electronica,2,159,5,312.99
order_8270,user_3416,2025-04-06,Colombia,mobile,social,Sneakers-Urban-42,Moda,2,42.89,10,75.79
order_8271,user_5633,2025-04-22,argentina,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,387.72,5,382.72
order_8272,user_6150,2025-02-01,Colombia,desktop,social,Phone-Pro-128GB,Electronica,1,243.31,0,243.31
order_8273,user_1551,2025-05-15,Argentina,desktop,social,Phone-Pro-128GB,Electronica,1,314.53,0,314.53
order_8274,user_2349,2025-05-14,Colombia,mobile,social,Vacuum-Pro-Black,Hogar,2,489.05,5,973.1
order_8275,user_5080,2025-03-06,Argentina,desktop,paid_search,Jacket-Winter-M,Moda,1,142.12,10,132.12
order_8276,user_3636,2025-03-05,colombia,mobile,organic,Laptop-Gaming-16GB,Electronica,1,203.28,0,203.28
order_8277,user_5380,2025-02-21,Colombia,mobile,social,Laptop-Gaming-16GB,Electronica,2,129.16,10,248.32
order_8278,user_788,2025-02-18,Mexico,mobile,organic,Blender-XL-Red,Hogar,1,37.42,10,27.42
order_8279,user_5500,2025-06-03,mexico,mobile,organic,Phone-Pro-128GB,Electronica,2,104.06,15,193.12
order_8280,user_2861,2025-02-02,Argentina,desktop,social,Phone-Pro-128GB,Electronica,1,364.99,0,364.99
order_8281,user_4339,2025-01-08,argentina,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,240.96,5,476.92
order_8282,user_5519,2025-01-18,Colombia,desktop,social,Jacket-Winter-M,Moda,2,426.55,5,848.09
order_8283,user_2208,2025-01-13,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,1,75.1,10,65.1
order_8284,user_4900,2025-06-18,Colombia,desktop,organic,Vacuum-Pro-Black,Hogar,1,181.45,0,181.45
order_8285,user_5979,2025-04-13,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,1,418.11,0,418.11
order_8286,user_246,2025-06-07,Mexico,desktop,organic,Tablet-Standard-64GB,Electronica,1,120.71,0,120.71
order_8287,user_1519,2025-01-18,Argentina,mobile,social,Vacuum-Pro-Black,Hogar,1,155.32,0,155.32
order_8288,user_5252,2025-03-20,Mexico,mobile,social,Jacket-Winter-M,Moda,2,160.27,0,320.53
order_8289,user_2006,2025-06-19,Argentina,mobile,paid_search,Sneakers-Urban-42,Moda,1,167.28,0,167.28
order_8290,user_3055,2025-01-09,Argentina,desktop,social,Phone-Pro-128GB,Electronica,1,345.67,5,340.67
order_8291,user_1969,2025-05-25,argentina,mobile,organic,Blender-XL-Red,Hogar,2,358.81,0,717.62
order_8292,user_5719,2025-03-18,Argentina,mobile,organic,Jacket-Winter-M,Moda,1,418.7,0,418.7
order_8293,user_1990,2025-02-22,Colombia,desktop,social,Phone-Pro-128GB,Electronica,2,252.64,0,505.29
order_8294,user_5661,2025-05-28,Colombia,mobile,organic,Vacuum-Pro-Black,Hogar,1,28.62,0,28.62
order_8295,user_4462,2025-02-08,Argentina,mobile,organic,Jacket-Winter-M,Moda,2,220.72,5,436.44
order_8296,user_2387,2025-05-20,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,1,229.36,10,219.36
order_8297,user_504,2025-01-09,Argentina,desktop,social,Sneakers-Urban-42,Moda,1,297.34,5,292.34
order_8298,user_218,2025-05-19,Colombia,mobile,social,Vacuum-Pro-Black,Hogar,2,200.23,5,395.47
order_8299,user_2655,2025-03-25,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,1,460.18,0,460.18
order_8300,user_6244,2025-04-09,Mexico,mobile,paid_search,Sneakers-Urban-42,Moda,1,366.26,0,366.26
order_8301,user_5692,2025-06-20,Argentina,desktop,paid_search,Jacket-Winter-M,Moda,1,48.55,5,43.55
order_8302,user_2524,2025-02-04,Argentina,mobile,organic,Tablet-Standard-64GB,Electronica,1,128.1,0,128.1
order_8303,user_208,2025-01-03,Colombia,desktop,social,Phone-Pro-128GB,Electronica,2,358.23,10,706.47
